      1  2  3     4      5  6     7       8  
    581 10 14 54.714942 10 14 54.739244 12000
    582 10 14 54.724972 10 14 54.749132 12000
    583 10 14 54.734971 10 14 54.759028 12000
    584 10 14 54.744971 10 14 54.768923 12000
    585 10 14 54.754972 10 14 54.778832 12000
    586 10 14 54.764974 10 14 54.788718 12000
    587 10 14 54.774973 10 14 54.798617 12000
    588 10 14 54.784973 10 14 54.808504 12000
    589 10 14 54.794941 10 14 54.818393 12000
    590 10 14 54.804974 10 14 54.828305 12000
    591 10 14 54.814973 10 14 54.838194 12000
    592 10 14 54.824989 10 14 54.848080 12000
    593 10 14 54.834974 10 14 54.858004 12000
    594 10 14 54.844973 10 14 54.867944 12000
    595 10 14 54.854973 10 14 54.877755 12000
    596 10 14 54.864975 10 14 54.887649 12000
    597 10 14 54.874974 10 14 54.897553 12000
    598 10 14 54.884973 10 14 54.907440 12000
    599 10 14 54.894978 10 14 54.917338 12000
    600 10 14 54.904980 10 14 54.927239 12000
    601 10 14 54.914973 10 14 54.943046 12000
    602 10 14 54.924956 10 14 54.952950 12000
    603 10 14 54.934972 10 14 54.962836 12000
    604 10 14 54.944972 10 14 54.972729 12000
    605 10 14 54.954973 10 14 54.982652 12000
    606 10 14 54.964973 10 14 54.992525 12000
    607 10 14 54.974978 10 14 55.002409 12000
    608 10 14 54.984974 10 14 55.012304 12000
    609 10 14 54.994978 10 14 55.022202 12000
    610 10 14 55.004980 10 14 55.032093 12000
    611 10 14 55.014972 10 14 55.041984 12000
    612 10 14 55.024962 10 14 55.051886 12000
    613 10 14 55.034973 10 14 55.061773 12000
    614 10 14 55.044938 10 14 55.071668 12000
    615 10 14 55.054971 10 14 55.081569 12000
    616 10 14 55.064973 10 14 55.091453 12000
    617 10 14 55.074972 10 14 55.101348 12000
    618 10 14 55.084972 10 14 55.111240 12000
    619 10 14 55.094974 10 14 55.121147 12000
    620 10 14 55.104975 10 14 55.131030 12000
    621 10 14 55.114973 10 14 55.140928 12000
    622 10 14 55.124926 10 14 55.150817 12000
    623 10 14 55.134973 10 14 55.160713 12000
    624 10 14 55.144976 10 14 55.170605 12000
    625 10 14 55.154981 10 14 55.180503 12000
    626 10 14 55.164973 10 14 55.190396 12000
    627 10 14 55.174973 10 14 55.200307 12000
    628 10 14 55.184972 10 14 55.210182 12000
    629 10 14 55.194974 10 14 55.220075 12000
    630 10 14 55.204974 10 14 55.229976 12000
    631 10 14 55.214973 10 14 55.240028 12000
    632 10 14 55.224972 10 14 55.249761 12000
    633 10 14 55.234971 10 14 55.259669 12000
    634 10 14 55.244973 10 14 55.269548 12000
    635 10 14 55.254955 10 14 55.279440 12000
    636 10 14 55.264974 10 14 55.289341 12000
    637 10 14 55.274934 10 14 55.299244 12000
    638 10 14 55.284973 10 14 55.309179 12000
    639 10 14 55.294974 10 14 55.319043 12000
    640 10 14 55.306114 10 14 55.328915 12000
    641 10 14 55.314979 10 14 55.338830 12000
    642 10 14 55.324973 10 14 55.348711 12000
    643 10 14 55.334972 10 14 55.358603 12000
    644 10 14 55.344973 10 14 55.368485 12000
    645 10 14 55.354973 10 14 55.378379 12000
    646 10 14 55.364984 10 14 55.388303 12000
    647 10 14 55.374957 10 14 55.398189 12000
    648 10 14 55.384981 10 14 55.408310 12000
    649 10 14 55.394919 10 14 55.417957 12000
    650 10 14 55.404974 10 14 55.427841 12000
    651 10 14 55.414973 10 14 55.443671 12000
    652 10 14 55.424973 10 14 55.453566 12000
    653 10 14 55.434972 10 14 55.463461 12000
    654 10 14 55.444974 10 14 55.473350 12000
    655 10 14 55.454918 10 14 55.483246 12000
    656 10 14 55.464973 10 14 55.493144 12000
    657 10 14 55.474977 10 14 55.503070 12000
    658 10 14 55.484979 10 14 55.512937 12000
    659 10 14 55.494971 10 14 55.522827 12000
    660 10 14 55.504975 10 14 55.532721 12000
    661 10 14 55.514977 10 14 55.542616 12000
    662 10 14 55.524974 10 14 55.552514 12000
    663 10 14 55.534973 10 14 55.562407 12000
    664 10 14 55.544972 10 14 55.572294 12000
    665 10 14 55.554979 10 14 55.582188 12000
    666 10 14 55.564970 10 14 55.592078 12000
    667 10 14 55.574972 10 14 55.601979 12000
    668 10 14 55.584944 10 14 55.611865 12000
    669 10 14 55.594973 10 14 55.621768 12000
    670 10 14 55.604923 10 14 55.631653 12000
    671 10 14 55.614972 10 14 55.641553 12000
    672 10 14 55.624974 10 14 55.651440 12000
    673 10 14 55.634971 10 14 55.661340 12000
    674 10 14 55.644973 10 14 55.671227 12000
    675 10 14 55.654972 10 14 55.681122 12000
    676 10 14 55.664973 10 14 55.691023 12000
    677 10 14 55.674973 10 14 55.700918 12000
    678 10 14 55.684919 10 14 55.710824 12000
    679 10 14 55.694977 10 14 55.720722 12000
    680 10 14 55.704973 10 14 55.730600 12000
    681 10 14 55.714973 10 14 55.740498 12000
    682 10 14 55.724972 10 14 55.750413 12000
    683 10 14 55.734971 10 14 55.760320 12000
    684 10 14 55.744973 10 14 55.770170 12000
    685 10 14 55.754972 10 14 55.780813 12000
    686 10 14 55.764974 10 14 55.789959 12000
    687 10 14 55.774973 10 14 55.799860 12000
    688 10 14 55.784975 10 14 55.809761 12000
    689 10 14 55.794972 10 14 55.819648 12000
    690 10 14 55.807839 10 14 55.829542 12000
    691 10 14 55.814985 10 14 55.839430 12000
    692 10 14 55.824975 10 14 55.849336 12000
    693 10 14 55.834974 10 14 55.859228 12000
    694 10 14 55.844976 10 14 55.869110 12000
    695 10 14 55.854973 10 14 55.879001 12000
    696 10 14 55.864973 10 14 55.888908 12000
    697 10 14 55.874974 10 14 55.898800 12000
    698 10 14 55.884973 10 14 55.908689 12000
    699 10 14 55.894978 10 14 55.918576 12000
    700 10 14 55.905000 10 14 55.928468 12000
    701 10 14 55.914973 10 14 55.944305 12000
    702 10 14 55.924984 10 14 55.954186 12000
    703 10 14 55.934975 10 14 55.964087 12000
    704 10 14 55.944974 10 14 55.973982 12000
    705 10 14 55.954976 10 14 55.984023 12000
    706 10 14 55.964973 10 14 55.993765 12000
    707 10 14 55.974975 10 14 56.003655 12000
    708 10 14 55.984974 10 14 56.013550 12000
    709 10 14 55.994973 10 14 56.023456 12000
    710 10 14 56.005001 10 14 56.033354 12000
    711 10 14 56.014972 10 14 56.043233 12000
    712 10 14 56.024982 10 14 56.053134 12000
    713 10 14 56.034972 10 14 56.063025 12000
    714 10 14 56.044967 10 14 56.072926 12000
    715 10 14 56.054972 10 14 56.082816 12000
    716 10 14 56.064974 10 14 56.092705 12000
    717 10 14 56.074972 10 14 56.102595 12000
    718 10 14 56.084972 10 14 56.112493 12000
    719 10 14 56.094976 10 14 56.122391 12000
    720 10 14 56.104975 10 14 56.132283 12000
    721 10 14 56.114973 10 14 56.142173 12000
    722 10 14 56.124963 10 14 56.152067 12000
    723 10 14 56.134974 10 14 56.161968 12000
    724 10 14 56.144936 10 14 56.171868 12000
    725 10 14 56.154977 10 14 56.181776 12000
    726 10 14 56.164931 10 14 56.191642 12000
    727 10 14 56.174976 10 14 56.201824 12000
    728 10 14 56.184972 10 14 56.211430 12000
    729 10 14 56.194977 10 14 56.221327 12000
    730 10 14 56.204973 10 14 56.231214 12000
    731 10 14 56.214973 10 14 56.241106 12000
    732 10 14 56.224972 10 14 56.250999 12000
    733 10 14 56.234971 10 14 56.260905 12000
    734 10 14 56.244971 10 14 56.270788 12000
    735 10 14 56.254978 10 14 56.280684 12000
    736 10 14 56.264972 10 14 56.290579 12000
    737 10 14 56.274959 10 14 56.300482 12000
    738 10 14 56.284973 10 14 56.310372 12000
    739 10 14 56.294972 10 14 56.320278 12000
    740 10 14 56.304977 10 14 56.330156 12000
    741 10 14 56.314973 10 14 56.340049 12000
    742 10 14 56.324972 10 14 56.349943 12000
    743 10 14 56.334975 10 14 56.359839 12000
    744 10 14 56.344971 10 14 56.369729 12000
    745 10 14 56.354948 10 14 56.379623 12000
    746 10 14 56.364972 10 14 56.389519 12000
    747 10 14 56.374923 10 14 56.399410 12000
    748 10 14 56.385001 10 14 56.409320 12000
    749 10 14 56.394973 10 14 56.419198 12000
    750 10 14 56.404961 10 14 56.429084 12000
    751 10 14 56.414971 10 14 56.444915 12000
    752 10 14 56.424971 10 14 56.454816 12000
    753 10 14 56.434981 10 14 56.464714 12000
    754 10 14 56.444975 10 14 56.474598 12000
    755 10 14 56.454951 10 14 56.484501 12000
    756 10 14 56.464973 10 14 56.494390 12000
    757 10 14 56.474926 10 14 56.504283 12000
    758 10 14 56.484972 10 14 56.514175 12000
    759 10 14 56.494973 10 14 56.524073 12000
    760 10 14 56.504972 10 14 56.533963 12000
    761 10 14 56.514972 10 14 56.543858 12000
    762 10 14 56.524974 10 14 56.553755 12000
    763 10 14 56.534972 10 14 56.563642 12000
    764 10 14 56.544972 10 14 56.573537 12000
    765 10 14 56.554972 10 14 56.583427 12000
    766 10 14 56.564990 10 14 56.593327 12000
    767 10 14 56.574973 10 14 56.603217 12000
    768 10 14 56.584978 10 14 56.613112 12000
    769 10 14 56.594971 10 14 56.623010 12000
    770 10 14 56.604953 10 14 56.632899 12000
    771 10 14 56.614973 10 14 56.642797 12000
    772 10 14 56.624972 10 14 56.652692 12000
    773 10 14 56.634973 10 14 56.662584 12000
    774 10 14 56.644975 10 14 56.672480 12000
    775 10 14 56.654972 10 14 56.682374 12000
    776 10 14 56.664974 10 14 56.692269 12000
    777 10 14 56.674973 10 14 56.702160 12000
    778 10 14 56.684950 10 14 56.712058 12000
    779 10 14 56.694972 10 14 56.721952 12000
    780 10 14 56.704917 10 14 56.731844 12000
    781 10 14 56.714973 10 14 56.741740 12000
    782 10 14 56.724972 10 14 56.751635 12000
    783 10 14 56.734974 10 14 56.761526 12000
    784 10 14 56.744973 10 14 56.771416 12000
    785 10 14 56.754975 10 14 56.781331 12000
    786 10 14 56.764974 10 14 56.791209 12000
    787 10 14 56.774979 10 14 56.801098 12000
    788 10 14 56.784973 10 14 56.811002 12000
    789 10 14 56.794980 10 14 56.820892 12000
    790 10 14 56.804972 10 14 56.830781 12000
    791 10 14 56.815828 10 14 56.840712 12000
    792 10 14 56.824973 10 14 56.850571 12000
    793 10 14 56.834946 10 14 56.860467 12000
    794 10 14 56.844973 10 14 56.870370 12000
    795 10 14 56.854973 10 14 56.880259 12000
    796 10 14 56.864975 10 14 56.890152 12000
    797 10 14 56.874974 10 14 56.900038 12000
    798 10 14 56.884973 10 14 56.909936 12000
    799 10 14 56.894973 10 14 56.919854 12000
    800 10 14 56.904977 10 14 56.929718 12000
    801 10 14 56.914932 10 14 56.945585 12000
    802 10 14 56.924971 10 14 56.955438 12000
    803 10 14 56.934947 10 14 56.965344 12000
    804 10 14 56.944974 10 14 56.975222 12000
    805 10 14 56.954974 10 14 56.985124 12000
    806 10 14 56.964973 10 14 56.995009 12000
    807 10 14 56.974972 10 14 57.004927 12000
    808 10 14 56.984971 10 14 57.014795 12000
    809 10 14 56.995018 10 14 57.024720 12000
    810 10 14 57.004975 10 14 57.034588 12000
    811 10 14 57.014946 10 14 57.044482 12000
    812 10 14 57.024974 10 14 57.054375 12000
    813 10 14 57.034973 10 14 57.064272 12000
    814 10 14 57.044983 10 14 57.074159 12000
    815 10 14 57.054972 10 14 57.084055 12000
    816 10 14 57.064971 10 14 57.093969 12000
    817 10 14 57.074975 10 14 57.103848 12000
    818 10 14 57.084978 10 14 57.113739 12000
    819 10 14 57.094973 10 14 57.123635 12000
    820 10 14 57.104973 10 14 57.133530 12000
    821 10 14 57.114972 10 14 57.143416 12000
    822 10 14 57.124986 10 14 57.153334 12000
    823 10 14 57.134973 10 14 57.163223 12000
    824 10 14 57.144967 10 14 57.173110 12000
    825 10 14 57.154916 10 14 57.182997 12000
    826 10 14 57.164940 10 14 57.192903 12000
    827 10 14 57.174973 10 14 57.202921 12000
    828 10 14 57.184972 10 14 57.212685 12000
    829 10 14 57.194972 10 14 57.222569 12000
    830 10 14 57.204974 10 14 57.232466 12000
    831 10 14 57.214973 10 14 57.242359 12000
    832 10 14 57.224981 10 14 57.252260 12000
    833 10 14 57.234974 10 14 57.262151 12000
    834 10 14 57.244928 10 14 57.272039 12000
    835 10 14 57.254972 10 14 57.281933 12000
    836 10 14 57.264966 10 14 57.291829 12000
    837 10 14 57.274979 10 14 57.301721 12000
    838 10 14 57.284972 10 14 57.311619 12000
    839 10 14 57.294972 10 14 57.321528 12000
    840 10 14 57.304976 10 14 57.331406 12000
    841 10 14 57.314973 10 14 57.341289 12000
    842 10 14 57.324972 10 14 57.351199 12000
    843 10 14 57.334974 10 14 57.361100 12000
    844 10 14 57.344973 10 14 57.370978 12000
    845 10 14 57.354985 10 14 57.380882 12000
    846 10 14 57.364973 10 14 57.390765 12000
    847 10 14 57.374957 10 14 57.400663 12000
    848 10 14 57.384909 10 14 57.410561 12000
    849 10 14 57.394933 10 14 57.420453 12000
    850 10 14 57.404972 10 14 57.430370 12000
    851 10 14 57.414973 10 14 57.446176 12000
    852 10 14 57.424973 10 14 57.456307 12000
    853 10 14 57.434945 10 14 57.465949 12000
    854 10 14 57.444918 10 14 57.475847 12000
    855 10 14 57.454976 10 14 57.485742 12000
    856 10 14 57.464973 10 14 57.495640 12000
    857 10 14 57.474955 10 14 57.505530 12000
    858 10 14 57.484974 10 14 57.515430 12000
    859 10 14 57.494936 10 14 57.525323 12000
    860 10 14 57.504973 10 14 57.535212 12000
    861 10 14 57.514972 10 14 57.545108 12000
    862 10 14 57.524974 10 14 57.555002 12000
    863 10 14 57.534978 10 14 57.564895 12000
    864 10 14 57.544972 10 14 57.574784 12000
    865 10 14 57.555013 10 14 57.584682 12000
    866 10 14 57.564976 10 14 57.594571 12000
    867 10 14 57.574925 10 14 57.604475 12000
    868 10 14 57.584935 10 14 57.614367 12000
    869 10 14 57.594973 10 14 57.624254 12000
    870 10 14 57.604982 10 14 57.634146 12000
    871 10 14 57.614973 10 14 57.644050 12000
    872 10 14 57.624972 10 14 57.653934 12000
    873 10 14 57.634974 10 14 57.663837 12000
    874 10 14 57.644973 10 14 57.673721 12000
    875 10 14 57.654974 10 14 57.683616 12000
    876 10 14 57.664974 10 14 57.693525 12000
    877 10 14 57.674973 10 14 57.703408 12000
    878 10 14 57.684984 10 14 57.713317 12000
    879 10 14 57.694974 10 14 57.723205 12000
    880 10 14 57.704970 10 14 57.733088 12000
    881 10 14 57.714973 10 14 57.742981 12000
    882 10 14 57.724938 10 14 57.752878 12000
    883 10 14 57.734974 10 14 57.762771 12000
    884 10 14 57.744971 10 14 57.772666 12000
    885 10 14 57.754984 10 14 57.782586 12000
    886 10 14 57.764974 10 14 57.792458 12000
    887 10 14 57.774974 10 14 57.802354 12000
    888 10 14 57.784973 10 14 57.812241 12000
    889 10 14 57.794974 10 14 57.822130 12000
    890 10 14 57.804918 10 14 57.832025 12000
    891 10 14 57.814987 10 14 57.841931 12000
    892 10 14 57.824919 10 14 57.851818 12000
    893 10 14 57.834978 10 14 57.861716 12000
    894 10 14 57.844971 10 14 57.871603 12000
    895 10 14 57.855065 10 14 57.881495 12000
    896 10 14 57.864980 10 14 57.891390 12000
    897 10 14 57.874974 10 14 57.901290 12000
    898 10 14 57.884971 10 14 57.911185 12000
    899 10 14 57.894973 10 14 57.921075 12000
    900 10 14 57.904978 10 14 57.930953 12000
    901 10 14 57.914968 10 14 57.946784 12000
    902 10 14 57.924975 10 14 57.956687 12000
    903 10 14 57.934980 10 14 57.966583 12000
    904 10 14 57.944972 10 14 57.976474 12000
    905 10 14 57.954973 10 14 57.986361 12000
    906 10 14 57.964984 10 14 57.996268 12000
    907 10 14 57.974978 10 14 58.006155 12000
    908 10 14 57.984979 10 14 58.016038 12000
    909 10 14 57.994973 10 14 58.025939 12000
    910 10 14 58.004973 10 14 58.035842 12000
    911 10 14 58.014989 10 14 58.045732 12000
    912 10 14 58.024976 10 14 58.055624 12000
    913 10 14 58.034942 10 14 58.065527 12000
    914 10 14 58.044974 10 14 58.075411 12000
    915 10 14 58.054923 10 14 58.085307 12000
    916 10 14 58.064971 10 14 58.095207 12000
    917 10 14 58.074975 10 14 58.105100 12000
    918 10 14 58.084972 10 14 58.114992 12000
    919 10 14 58.094974 10 14 58.124889 12000
    920 10 14 58.104973 10 14 58.134774 12000
    921 10 14 58.115000 10 14 58.144663 12000
    922 10 14 58.124977 10 14 58.154581 12000
    923 10 14 58.134973 10 14 58.164484 12000
    924 10 14 58.144989 10 14 58.174357 12000
    925 10 14 58.154974 10 14 58.184246 12000
    926 10 14 58.164973 10 14 58.194138 12000
    927 10 14 58.174975 10 14 58.204034 12000
    928 10 14 58.184973 10 14 58.213929 12000
    929 10 14 58.194972 10 14 58.223829 12000
    930 10 14 58.204973 10 14 58.233716 12000
    931 10 14 58.214973 10 14 58.243606 12000
    932 10 14 58.224978 10 14 58.253500 12000
    933 10 14 58.234972 10 14 58.263393 12000
    934 10 14 58.244962 10 14 58.273285 12000
    935 10 14 58.254972 10 14 58.283180 12000
    936 10 14 58.264938 10 14 58.293076 12000
    937 10 14 58.274973 10 14 58.303013 12000
    938 10 14 58.284978 10 14 58.312869 12000
    939 10 14 58.294972 10 14 58.322771 12000
    940 10 14 58.304972 10 14 58.332655 12000
    941 10 14 58.314973 10 14 58.342584 12000
    942 10 14 58.324919 10 14 58.352443 12000
    943 10 14 58.334972 10 14 58.362343 12000
    944 10 14 58.344971 10 14 58.372225 12000
    945 10 14 58.354971 10 14 58.382131 12000
    946 10 14 58.364978 10 14 58.392017 12000
    947 10 14 58.374979 10 14 58.401910 12000
    948 10 14 58.384976 10 14 58.411813 12000
    949 10 14 58.394964 10 14 58.421703 12000
    950 10 14 58.404972 10 14 58.431587 12000
    951 10 14 58.414971 10 14 58.447412 12000
    952 10 14 58.424973 10 14 58.457312 12000
    953 10 14 58.434975 10 14 58.467194 12000
    954 10 14 58.444952 10 14 58.477091 12000
    955 10 14 58.454974 10 14 58.486989 12000
    956 10 14 58.464975 10 14 58.496887 12000
    957 10 14 58.474974 10 14 58.506774 12000
    958 10 14 58.484972 10 14 58.516666 12000
    959 10 14 58.494967 10 14 58.526569 12000
    960 10 14 58.504973 10 14 58.536456 12000
    961 10 14 58.514972 10 14 58.546351 12000
    962 10 14 58.524973 10 14 58.556252 12000
    963 10 14 58.534973 10 14 58.566144 12000
    964 10 14 58.544974 10 14 58.576042 12000
    965 10 14 58.554972 10 14 58.585923 12000
    966 10 14 58.564973 10 14 58.595821 12000
    967 10 14 58.574986 10 14 58.605843 12000
    968 10 14 58.584974 10 14 58.615611 12000
    969 10 14 58.594931 10 14 58.625506 12000
    970 10 14 58.604973 10 14 58.635398 12000
    971 10 14 58.614972 10 14 58.645293 12000
    972 10 14 58.624974 10 14 58.655188 12000
    973 10 14 58.634973 10 14 58.665075 12000
    974 10 14 58.644973 10 14 58.674979 12000
    975 10 14 58.654972 10 14 58.684868 12000
    976 10 14 58.664973 10 14 58.694760 12000
    977 10 14 58.674988 10 14 58.704653 12000
    978 10 14 58.684975 10 14 58.714551 12000
    979 10 14 58.694974 10 14 58.724462 12000
    980 10 14 58.704980 10 14 58.734349 12000
    981 10 14 58.714973 10 14 58.744244 12000
    982 10 14 58.724961 10 14 58.754125 12000
    983 10 14 58.734972 10 14 58.764028 12000
    984 10 14 58.744973 10 14 58.773910 12000
    985 10 14 58.754972 10 14 58.783810 12000
    986 10 14 58.764972 10 14 58.793708 12000
    987 10 14 58.774971 10 14 58.803606 12000
    988 10 14 58.784973 10 14 58.813495 12000
    989 10 14 58.794972 10 14 58.823391 12000
    990 10 14 58.804949 10 14 58.833281 12000
    991 10 14 58.814973 10 14 58.843170 12000
    992 10 14 58.824925 10 14 58.853062 12000
    993 10 14 58.834972 10 14 58.862976 12000
    994 10 14 58.844971 10 14 58.872861 12000
    995 10 14 58.854973 10 14 58.882748 12000
    996 10 14 58.864986 10 14 58.892645 12000
    997 10 14 58.874977 10 14 58.902555 12000
    998 10 14 58.884973 10 14 58.912435 12000
    999 10 14 58.894973 10 14 58.922330 12000
   1000 10 14 58.904974 10 14 58.932206 12000
   1001 10 14 58.914986 10 14 58.948036 12000
   1002 10 14 58.924975 10 14 58.957935 12000
   1003 10 14 58.934972 10 14 58.967824 12000
   1004 10 14 58.944972 10 14 58.977718 12000
   1005 10 14 58.954993 10 14 58.987614 12000
   1006 10 14 58.964973 10 14 58.997508 12000
   1007 10 14 58.974975 10 14 59.007399 12000
   1008 10 14 58.984974 10 14 59.017304 12000
   1009 10 14 58.994973 10 14 59.027192 12000
   1010 10 14 59.004944 10 14 59.037072 12000
   1011 10 14 59.014972 10 14 59.046973 12000
   1012 10 14 59.024921 10 14 59.056868 12000
   1013 10 14 59.034987 10 14 59.066769 12000
   1014 10 14 59.044972 10 14 59.076661 12000
   1015 10 14 59.054955 10 14 59.086551 12000
   1016 10 14 59.064976 10 14 59.096446 12000
   1017 10 14 59.074972 10 14 59.106340 12000
   1018 10 14 59.084974 10 14 59.116241 12000
   1019 10 14 59.094973 10 14 59.126145 12000
   1020 10 14 59.104973 10 14 59.136028 12000
   1021 10 14 59.114986 10 14 59.145915 12000
   1022 10 14 59.124972 10 14 59.155810 12000
   1023 10 14 59.134973 10 14 59.165706 12000
   1024 10 14 59.144972 10 14 59.175601 12000
   1025 10 14 59.154921 10 14 59.185495 12000
   1026 10 14 59.164973 10 14 59.195383 12000
   1027 10 14 59.174973 10 14 59.205280 12000
   1028 10 14 59.184973 10 14 59.215178 12000
   1029 10 14 59.194972 10 14 59.225081 12000
   1030 10 14 59.204974 10 14 59.234962 12000
   1031 10 14 59.214976 10 14 59.244847 12000
   1032 10 14 59.224975 10 14 59.254753 12000
   1033 10 14 59.234971 10 14 59.264643 12000
   1034 10 14 59.244982 10 14 59.274535 12000
   1035 10 14 59.254975 10 14 59.284430 12000
   1036 10 14 59.264969 10 14 59.294322 12000
   1037 10 14 59.274973 10 14 59.304220 12000
   1038 10 14 59.284948 10 14 59.314109 12000
   1039 10 14 59.294972 10 14 59.324027 12000
   1040 10 14 59.304972 10 14 59.333900 12000
   1041 10 14 59.314971 10 14 59.343825 12000
   1042 10 14 59.324973 10 14 59.353689 12000
   1043 10 14 59.334972 10 14 59.363579 12000
   1044 10 14 59.344974 10 14 59.373477 12000
   1045 10 14 59.354971 10 14 59.383367 12000
   1046 10 14 59.364936 10 14 59.393259 12000
   1047 10 14 59.374971 10 14 59.403159 12000
   1048 10 14 59.384948 10 14 59.413051 12000
   1049 10 14 59.394983 10 14 59.422941 12000
   1050 10 14 59.404922 10 14 59.432828 12000
   1051 10 14 59.414971 10 14 59.448680 12000
   1052 10 14 59.424971 10 14 59.458554 12000
   1053 10 14 59.434932 10 14 59.468482 12000
   1054 10 14 59.444979 10 14 59.478355 12000
   1055 10 14 59.454977 10 14 59.488252 12000
   1056 10 14 59.464959 10 14 59.498134 12000
   1057 10 14 59.474975 10 14 59.508032 12000
   1058 10 14 59.484938 10 14 59.517916 12000
   1059 10 14 59.494974 10 14 59.527827 12000
   1060 10 14 59.504973 10 14 59.537703 12000
   1061 10 14 59.514974 10 14 59.547600 12000
   1062 10 14 59.524973 10 14 59.557495 12000
   1063 10 14 59.534973 10 14 59.567396 12000
   1064 10 14 59.544972 10 14 59.577311 12000
   1065 10 14 59.554976 10 14 59.587181 12000
   1066 10 14 59.564922 10 14 59.597065 12000
   1067 10 14 59.574973 10 14 59.606968 12000
   1068 10 14 59.584972 10 14 59.616855 12000
   1069 10 14 59.594993 10 14 59.626747 12000
   1070 10 14 59.604973 10 14 59.636639 12000
   1071 10 14 59.614941 10 14 59.646537 12000
   1072 10 14 59.624972 10 14 59.656432 12000
   1073 10 14 59.634974 10 14 59.666322 12000
   1074 10 14 59.644973 10 14 59.676225 12000
   1075 10 14 59.654977 10 14 59.686114 12000
   1076 10 14 59.664973 10 14 59.696018 12000
   1077 10 14 59.674970 10 14 59.706032 12000
   1078 10 14 59.684972 10 14 59.715831 12000
   1079 10 14 59.694958 10 14 59.725715 12000
   1080 10 14 59.704984 10 14 59.735588 12000
   1081 10 14 59.714973 10 14 59.745483 12000
   1082 10 14 59.724981 10 14 59.755372 12000
   1083 10 14 59.734972 10 14 59.765273 12000
   1084 10 14 59.744973 10 14 59.775173 12000
   1085 10 14 59.754972 10 14 59.785094 12000
   1086 10 14 59.764977 10 14 59.794961 12000
   1087 10 14 59.774976 10 14 59.804856 12000
   1088 10 14 59.784975 10 14 59.814742 12000
   1089 10 14 59.794972 10 14 59.824629 12000
   1090 10 14 59.804985 10 14 59.834524 12000
   1091 10 14 59.814973 10 14 59.844417 12000
   1092 10 14 59.824955 10 14 59.854309 12000
   1093 10 14 59.834974 10 14 59.864204 12000
   1094 10 14 59.844937 10 14 59.874136 12000
   1095 10 14 59.854976 10 14 59.883992 12000
   1096 10 14 59.864972 10 14 59.893895 12000
   1097 10 14 59.874974 10 14 59.903821 12000
   1098 10 14 59.884971 10 14 59.913673 12000
   1099 10 14 59.894972 10 14 59.923577 12000
   1100 10 14 59.904975 10 14 59.933456 12000
   1101 10 14 59.914974 10 14 59.949283 12000
   1102 10 14 59.924939 10 14 59.959183 12000
   1103 10 14 59.934978 10 14 59.969081 12000
   1104 10 14 59.944974 10 14 59.978973 12000
   1105 10 14 59.954977 10 14 59.988863 12000
   1106 10 14 59.964973 10 14 59.998756 12000
   1107 10 14 59.974972 10 15 0.008646 12000
   1108 10 14 59.984972 10 15 0.018540 12000
   1109 10 14 59.994973 10 15 0.028436 12000
   1110 10 15 0.004970 10 15 0.038345 12000
   1111 10 15 0.014974 10 15 0.048224 12000
   1112 10 15 0.024950 10 15 0.058132 12000
   1113 10 15 0.034973 10 15 0.068011 12000
   1114 10 15 0.044928 10 15 0.078160 12000
   1115 10 15 0.054973 10 15 0.087811 12000
   1116 10 15 0.064975 10 15 0.097689 12000
   1117 10 15 0.074973 10 15 0.107596 12000
   1118 10 15 0.084973 10 15 0.117479 12000
   1119 10 15 0.094973 10 15 0.127388 12000
   1120 10 15 0.104973 10 15 0.137270 12000
   1121 10 15 0.114974 10 15 0.147161 12000
   1122 10 15 0.124926 10 15 0.157059 12000
   1123 10 15 0.134984 10 15 0.166950 12000
   1124 10 15 0.144974 10 15 0.176844 12000
   1125 10 15 0.154980 10 15 0.186736 12000
   1126 10 15 0.164973 10 15 0.196636 12000
   1127 10 15 0.174928 10 15 0.206525 12000
   1128 10 15 0.184973 10 15 0.216418 12000
   1129 10 15 0.194974 10 15 0.227152 12000
   1130 10 15 0.204973 10 15 0.236211 12000
   1131 10 15 0.214973 10 15 0.246096 12000
   1132 10 15 0.225098 10 15 0.255996 12000
   1133 10 15 0.234959 10 15 0.265880 12000
   1134 10 15 0.244972 10 15 0.275784 12000
   1135 10 15 0.254950 10 15 0.285674 12000
   1136 10 15 0.264973 10 15 0.295564 12000
   1137 10 15 0.274973 10 15 0.305457 12000
   1138 10 15 0.284977 10 15 0.315352 12000
   1139 10 15 0.294973 10 15 0.325275 12000
   1140 10 15 0.304972 10 15 0.335149 12000
   1141 10 15 0.314973 10 15 0.345070 12000
   1142 10 15 0.324978 10 15 0.354927 12000
   1143 10 15 0.334973 10 15 0.364824 12000
   1144 10 15 0.344972 10 15 0.374722 12000
   1145 10 15 0.354994 10 15 0.384774 12000
   1146 10 15 0.364966 10 15 0.394504 12000
   1147 10 15 0.374973 10 15 0.404396 12000
   1148 10 15 0.384950 10 15 0.414292 12000
   1149 10 15 0.394978 10 15 0.424184 12000
   1150 10 15 0.404921 10 15 0.434072 12000
   1151 10 15 0.414973 10 15 0.450071 12000
   1152 10 15 0.424972 10 15 0.459815 12000
   1153 10 15 0.434976 10 15 0.469692 12000
   1154 10 15 0.444973 10 15 0.479586 12000
   1155 10 15 0.454974 10 15 0.489484 12000
   1156 10 15 0.464981 10 15 0.499388 12000
