      1  2  3     4      5  6     7       8  
     92 10 14 49.825260 10 14 49.838126 12000
     93 10 14 49.834943 10 14 49.848049 12000
     94 10 14 49.844973 10 14 49.857914 12000
     95 10 14 49.854973 10 14 49.867817 12000
     96 10 14 49.864983 10 14 49.877707 12000
     97 10 14 49.874974 10 14 49.887588 12000
     98 10 14 49.884971 10 14 49.897511 12000
     99 10 14 49.894973 10 14 49.907376 12000
    100 10 14 49.904924 10 14 49.917276 12000
    101 10 14 49.914971 10 14 49.933124 12000
    102 10 14 49.924937 10 14 49.942993 12000
    103 10 14 49.934970 10 14 49.952900 12000
    104 10 14 49.944971 10 14 49.962781 12000
    105 10 14 49.954971 10 14 49.972672 12000
    106 10 14 49.964973 10 14 49.982567 12000
    107 10 14 49.974972 10 14 49.992460 12000
    108 10 14 49.984972 10 14 50.002355 12000
    109 10 14 49.994973 10 14 50.012259 12000
    110 10 14 50.004931 10 14 50.022154 12000
    111 10 14 50.014972 10 14 50.032048 12000
    112 10 14 50.024929 10 14 50.041983 12000
    113 10 14 50.034987 10 14 50.051828 12000
    114 10 14 50.044975 10 14 50.061723 12000
    115 10 14 50.054974 10 14 50.071627 12000
    116 10 14 50.064973 10 14 50.081566 12000
    117 10 14 50.075276 10 14 50.091459 12000
    118 10 14 50.084975 10 14 50.101353 12000
    119 10 14 50.094973 10 14 50.111282 12000
    120 10 14 50.104979 10 14 50.121209 12000
    121 10 14 50.114983 10 14 50.131090 12000
    122 10 14 50.124980 10 14 50.140998 12000
    123 10 14 50.134973 10 14 50.150880 12000
    124 10 14 50.144962 10 14 50.160777 12000
    125 10 14 50.154975 10 14 50.170665 12000
    126 10 14 50.164946 10 14 50.180562 12000
    127 10 14 50.174973 10 14 50.190452 12000
    128 10 14 50.184973 10 14 50.200356 12000
    129 10 14 50.194972 10 14 50.210242 12000
    130 10 14 50.205055 10 14 50.220140 12000
    131 10 14 50.214973 10 14 50.230029 12000
    132 10 14 50.224972 10 14 50.239927 12000
    133 10 14 50.234972 10 14 50.249814 12000
    134 10 14 50.244923 10 14 50.259723 12000
    135 10 14 50.254973 10 14 50.269602 12000
    136 10 14 50.264977 10 14 50.279501 12000
    137 10 14 50.274982 10 14 50.289414 12000
    138 10 14 50.284973 10 14 50.299294 12000
    139 10 14 50.295005 10 14 50.309181 12000
    140 10 14 50.304972 10 14 50.319085 12000
    141 10 14 50.314973 10 14 50.328975 12000
    142 10 14 50.324917 10 14 50.338867 12000
    143 10 14 50.334972 10 14 50.348762 12000
    144 10 14 50.344976 10 14 50.358649 12000
    145 10 14 50.354975 10 14 50.368543 12000
    146 10 14 50.364972 10 14 50.378438 12000
    147 10 14 50.374952 10 14 50.388339 12000
    148 10 14 50.384973 10 14 50.398234 12000
    149 10 14 50.394931 10 14 50.408119 12000
    150 10 14 50.404975 10 14 50.418894 12000
    151 10 14 50.414974 10 14 50.433836 12000
    152 10 14 50.424979 10 14 50.443742 12000
    153 10 14 50.434992 10 14 50.453623 12000
    154 10 14 50.444974 10 14 50.463518 12000
    155 10 14 50.454974 10 14 50.473413 12000
    156 10 14 50.464976 10 14 50.483328 12000
    157 10 14 50.474952 10 14 50.493201 12000
    158 10 14 50.484974 10 14 50.503098 12000
    159 10 14 50.494939 10 14 50.513654 12000
    160 10 14 50.504973 10 14 50.522875 12000
    161 10 14 50.514972 10 14 50.532775 12000
    162 10 14 50.524973 10 14 50.542668 12000
    163 10 14 50.534973 10 14 50.552563 12000
    164 10 14 50.544972 10 14 50.562454 12000
    165 10 14 50.554972 10 14 50.572349 12000
    166 10 14 50.564984 10 14 50.582242 12000
    167 10 14 50.574924 10 14 50.592137 12000
    168 10 14 50.584972 10 14 50.602032 12000
    169 10 14 50.594974 10 14 50.611932 12000
    170 10 14 50.604981 10 14 50.621817 12000
    171 10 14 50.614972 10 14 50.631718 12000
    172 10 14 50.624972 10 14 50.641612 12000
    173 10 14 50.634973 10 14 50.651502 12000
    174 10 14 50.644972 10 14 50.661392 12000
    175 10 14 50.654974 10 14 50.671292 12000
    176 10 14 50.664974 10 14 50.681190 12000
    177 10 14 50.674973 10 14 50.691074 12000
    178 10 14 50.684967 10 14 50.700972 12000
    179 10 14 50.694971 10 14 50.710864 12000
    180 10 14 50.704946 10 14 50.720762 12000
    181 10 14 50.714975 10 14 50.730654 12000
    182 10 14 50.724925 10 14 50.740544 12000
    183 10 14 50.734979 10 14 50.750441 12000
    184 10 14 50.744971 10 14 50.760336 12000
    185 10 14 50.754972 10 14 50.770226 12000
    186 10 14 50.764972 10 14 50.780135 12000
    187 10 14 50.774982 10 14 50.790030 12000
    188 10 14 50.784975 10 14 50.799922 12000
    189 10 14 50.794974 10 14 50.809803 12000
    190 10 14 50.804977 10 14 50.819704 12000
    191 10 14 50.815002 10 14 50.829610 12000
    192 10 14 50.824973 10 14 50.839494 12000
    193 10 14 50.834997 10 14 50.849398 12000
    194 10 14 50.844971 10 14 50.859274 12000
    195 10 14 50.854973 10 14 50.869168 12000
    196 10 14 50.864972 10 14 50.879077 12000
    197 10 14 50.874971 10 14 50.888961 12000
    198 10 14 50.884971 10 14 50.898860 12000
    199 10 14 50.894978 10 14 50.908743 12000
    200 10 14 50.904974 10 14 50.918641 12000
    201 10 14 50.914977 10 14 50.934440 12000
    202 10 14 50.924973 10 14 50.944375 12000
    203 10 14 50.934967 10 14 50.954262 12000
    204 10 14 50.944974 10 14 50.964151 12000
    205 10 14 50.954976 10 14 50.974034 12000
    206 10 14 50.964975 10 14 50.983930 12000
    207 10 14 50.974994 10 14 50.993820 12000
    208 10 14 50.984972 10 14 51.003718 12000
    209 10 14 50.994973 10 14 51.013607 12000
    210 10 14 51.004972 10 14 51.023505 12000
    211 10 14 51.014961 10 14 51.033400 12000
    212 10 14 51.024974 10 14 51.043315 12000
    213 10 14 51.034942 10 14 51.053184 12000
    214 10 14 51.044975 10 14 51.063082 12000
    215 10 14 51.054924 10 14 51.072974 12000
    216 10 14 51.064973 10 14 51.082869 12000
    217 10 14 51.074972 10 14 51.092761 12000
    218 10 14 51.084974 10 14 51.102660 12000
    219 10 14 51.094973 10 14 51.112552 12000
    220 10 14 51.104973 10 14 51.122447 12000
    221 10 14 51.114973 10 14 51.132339 12000
    222 10 14 51.124974 10 14 51.142231 12000
    223 10 14 51.134971 10 14 51.152124 12000
    224 10 14 51.144984 10 14 51.162019 12000
    225 10 14 51.154972 10 14 51.171928 12000
    226 10 14 51.164969 10 14 51.181815 12000
    227 10 14 51.174973 10 14 51.191706 12000
    228 10 14 51.184972 10 14 51.201599 12000
    229 10 14 51.194972 10 14 51.211486 12000
    230 10 14 51.204971 10 14 51.221381 12000
    231 10 14 51.214976 10 14 51.231274 12000
    232 10 14 51.224974 10 14 51.241171 12000
    233 10 14 51.234974 10 14 51.251066 12000
    234 10 14 51.244979 10 14 51.260959 12000
    235 10 14 51.254973 10 14 51.270851 12000
    236 10 14 51.264935 10 14 51.280906 12000
    237 10 14 51.275007 10 14 51.290643 12000
    238 10 14 51.284975 10 14 51.300536 12000
    239 10 14 51.294975 10 14 51.310426 12000
    240 10 14 51.304976 10 14 51.320337 12000
    241 10 14 51.314976 10 14 51.330224 12000
    242 10 14 51.324973 10 14 51.340116 12000
    243 10 14 51.334974 10 14 51.350015 12000
    244 10 14 51.344973 10 14 51.359900 12000
    245 10 14 51.354975 10 14 51.369796 12000
    246 10 14 51.364975 10 14 51.379689 12000
    247 10 14 51.374980 10 14 51.389588 12000
    248 10 14 51.384973 10 14 51.399492 12000
    249 10 14 51.394964 10 14 51.409379 12000
    250 10 14 51.404974 10 14 51.419252 12000
    251 10 14 51.414974 10 14 51.435090 12000
    252 10 14 51.425021 10 14 51.444982 12000
    253 10 14 51.434973 10 14 51.454870 12000
    254 10 14 51.444991 10 14 51.464770 12000
    255 10 14 51.454976 10 14 51.474657 12000
    256 10 14 51.464945 10 14 51.484560 12000
    257 10 14 51.474980 10 14 51.494458 12000
    258 10 14 51.484972 10 14 51.504339 12000
    259 10 14 51.494962 10 14 51.514246 12000
    260 10 14 51.504972 10 14 51.524135 12000
    261 10 14 51.514974 10 14 51.534022 12000
    262 10 14 51.524973 10 14 51.543928 12000
    263 10 14 51.534973 10 14 51.553820 12000
    264 10 14 51.544972 10 14 51.567515 12000
    265 10 14 51.554974 10 14 51.577401 12000
    266 10 14 51.565069 10 14 51.587332 12000
    267 10 14 51.574958 10 14 51.597200 12000
    268 10 14 51.584975 10 14 51.607084 12000
    269 10 14 51.594977 10 14 51.616979 12000
    270 10 14 51.604976 10 14 51.626876 12000
    271 10 14 51.614973 10 14 51.636775 12000
    272 10 14 51.624985 10 14 51.646661 12000
    273 10 14 51.634973 10 14 51.656553 12000
    274 10 14 51.644973 10 14 51.666446 12000
    275 10 14 51.654975 10 14 51.676346 12000
    276 10 14 51.664974 10 14 51.686236 12000
    277 10 14 51.674976 10 14 51.696136 12000
    278 10 14 51.684992 10 14 51.706029 12000
    279 10 14 51.694975 10 14 51.715924 12000
    280 10 14 51.704965 10 14 51.725816 12000
    281 10 14 51.714976 10 14 51.735717 12000
    282 10 14 51.724974 10 14 51.745603 12000
    283 10 14 51.734972 10 14 51.755507 12000
    284 10 14 51.744973 10 14 51.765391 12000
    285 10 14 51.754978 10 14 51.775284 12000
    286 10 14 51.764978 10 14 51.785186 12000
    287 10 14 51.774976 10 14 51.795090 12000
    288 10 14 51.784978 10 14 51.804963 12000
    289 10 14 51.794983 10 14 51.814853 12000
    290 10 14 51.804972 10 14 51.824756 12000
    291 10 14 51.815060 10 14 51.834648 12000
    292 10 14 51.824978 10 14 51.844541 12000
    293 10 14 51.834977 10 14 51.854435 12000
    294 10 14 51.844974 10 14 51.864327 12000
    295 10 14 51.854976 10 14 51.874220 12000
    296 10 14 51.864975 10 14 51.884115 12000
    297 10 14 51.874974 10 14 51.894007 12000
    298 10 14 51.884974 10 14 51.903902 12000
    299 10 14 51.894973 10 14 51.913789 12000
    300 10 14 51.904975 10 14 51.923693 12000
    301 10 14 51.914971 10 14 51.939162 12000
    302 10 14 51.924973 10 14 51.949038 12000
    303 10 14 51.934973 10 14 51.958928 12000
    304 10 14 51.944974 10 14 51.968822 12000
    305 10 14 51.954976 10 14 51.978718 12000
    306 10 14 51.964973 10 14 51.988625 12000
    307 10 14 51.974972 10 14 51.998508 12000
    308 10 14 51.984931 10 14 52.008401 12000
    309 10 14 51.994974 10 14 52.018298 12000
    310 10 14 52.004973 10 14 52.028191 12000
    311 10 14 52.014991 10 14 52.038091 12000
    312 10 14 52.024974 10 14 52.047975 12000
    313 10 14 52.034975 10 14 52.057881 12000
    314 10 14 52.044974 10 14 52.067765 12000
    315 10 14 52.054974 10 14 52.077669 12000
    316 10 14 52.064974 10 14 52.087552 12000
    317 10 14 52.075029 10 14 52.097445 12000
    318 10 14 52.084977 10 14 52.107339 12000
    319 10 14 52.094980 10 14 52.117246 12000
    320 10 14 52.104973 10 14 52.127122 12000
    321 10 14 52.115324 10 14 52.137023 12000
    322 10 14 52.124972 10 14 52.146912 12000
    323 10 14 52.134943 10 14 52.156844 12000
    324 10 14 52.144984 10 14 52.166713 12000
    325 10 14 52.154978 10 14 52.176602 12000
    326 10 14 52.164979 10 14 52.186490 12000
    327 10 14 52.174976 10 14 52.196385 12000
    328 10 14 52.184972 10 14 52.206283 12000
    329 10 14 52.194974 10 14 52.216180 12000
    330 10 14 52.204980 10 14 52.226055 12000
    331 10 14 52.214928 10 14 52.235951 12000
    332 10 14 52.224972 10 14 52.245879 12000
    333 10 14 52.234974 10 14 52.255749 12000
    334 10 14 52.244981 10 14 52.265675 12000
    335 10 14 52.254973 10 14 52.275530 12000
    336 10 14 52.264949 10 14 52.285423 12000
    337 10 14 52.274974 10 14 52.295324 12000
    338 10 14 52.284973 10 14 52.305219 12000
    339 10 14 52.294978 10 14 52.315106 12000
    340 10 14 52.304954 10 14 52.325006 12000
    341 10 14 52.315117 10 14 52.334893 12000
    342 10 14 52.325017 10 14 52.344821 12000
    343 10 14 52.334978 10 14 52.354685 12000
    344 10 14 52.344931 10 14 52.364624 12000
    345 10 14 52.354973 10 14 52.374493 12000
    346 10 14 52.364975 10 14 52.384534 12000
    347 10 14 52.374982 10 14 52.394292 12000
    348 10 14 52.384973 10 14 52.404155 12000
    349 10 14 52.394976 10 14 52.414045 12000
    350 10 14 52.404974 10 14 52.423946 12000
    351 10 14 52.414974 10 14 52.439771 12000
    352 10 14 52.425015 10 14 52.449662 12000
    353 10 14 52.434975 10 14 52.459550 12000
    354 10 14 52.444957 10 14 52.469451 12000
    355 10 14 52.454945 10 14 52.479346 12000
    356 10 14 52.464937 10 14 52.489240 12000
    357 10 14 52.474913 10 14 52.499125 12000
    358 10 14 52.484972 10 14 52.509022 12000
    359 10 14 52.494973 10 14 52.518912 12000
    360 10 14 52.504978 10 14 52.528807 12000
    361 10 14 52.515743 10 14 52.538702 12000
    362 10 14 52.524977 10 14 52.548600 12000
    363 10 14 52.534973 10 14 52.558489 12000
    364 10 14 52.544921 10 14 52.568389 12000
    365 10 14 52.554972 10 14 52.578297 12000
    366 10 14 52.564976 10 14 52.588194 12000
    367 10 14 52.574986 10 14 52.598064 12000
    368 10 14 52.584961 10 14 52.607962 12000
    369 10 14 52.594973 10 14 52.617849 12000
    370 10 14 52.604975 10 14 52.627754 12000
    371 10 14 52.614972 10 14 52.637655 12000
    372 10 14 52.624986 10 14 52.647536 12000
    373 10 14 52.634973 10 14 52.657437 12000
    374 10 14 52.644973 10 14 52.667327 12000
    375 10 14 52.654967 10 14 52.677216 12000
    376 10 14 52.664974 10 14 52.687100 12000
    377 10 14 52.674953 10 14 52.697009 12000
    378 10 14 52.684933 10 14 52.706896 12000
    379 10 14 52.694934 10 14 52.716796 12000
    380 10 14 52.704980 10 14 52.726700 12000
    381 10 14 52.715462 10 14 52.736581 12000
    382 10 14 52.725003 10 14 52.746515 12000
    383 10 14 52.734972 10 14 52.756371 12000
    384 10 14 52.744979 10 14 52.766272 12000
    385 10 14 52.754972 10 14 52.776850 12000
    386 10 14 52.765002 10 14 52.786051 12000
    387 10 14 52.774935 10 14 52.795943 12000
    388 10 14 52.785004 10 14 52.805857 12000
    389 10 14 52.794983 10 14 52.815738 12000
    390 10 14 52.804949 10 14 52.826169 12000
    391 10 14 52.814973 10 14 52.836061 12000
    392 10 14 52.824941 10 14 52.845955 12000
    393 10 14 52.834994 10 14 52.855853 12000
    394 10 14 52.844974 10 14 52.865744 12000
    395 10 14 52.854975 10 14 52.875636 12000
    396 10 14 52.864975 10 14 52.885531 12000
    397 10 14 52.874974 10 14 52.895425 12000
    398 10 14 52.884973 10 14 52.905324 12000
    399 10 14 52.894973 10 14 52.915219 12000
    400 10 14 52.904975 10 14 52.925105 12000
    401 10 14 52.914979 10 14 52.940567 12000
    402 10 14 52.924973 10 14 52.950541 12000
    403 10 14 52.934972 10 14 52.960344 12000
    404 10 14 52.944972 10 14 52.970261 12000
    405 10 14 52.955447 10 14 52.980136 12000
    406 10 14 52.964973 10 14 52.990048 12000
    407 10 14 52.974978 10 14 52.999940 12000
    408 10 14 52.984974 10 14 53.009807 12000
    409 10 14 52.994981 10 14 53.019710 12000
    410 10 14 53.004936 10 14 53.029609 12000
    411 10 14 53.014974 10 14 53.039498 12000
    412 10 14 53.024974 10 14 53.049413 12000
    413 10 14 53.034979 10 14 53.059288 12000
    414 10 14 53.044972 10 14 53.069187 12000
    415 10 14 53.054974 10 14 53.079067 12000
    416 10 14 53.064973 10 14 53.088966 12000
    417 10 14 53.074973 10 14 53.098854 12000
    418 10 14 53.084972 10 14 53.108750 12000
    419 10 14 53.094973 10 14 53.118664 12000
    420 10 14 53.104973 10 14 53.128539 12000
    421 10 14 53.114964 10 14 53.138435 12000
    422 10 14 53.124972 10 14 53.148460 12000
    423 10 14 53.134945 10 14 53.158225 12000
    424 10 14 53.144975 10 14 53.168121 12000
    425 10 14 53.154921 10 14 53.178007 12000
    426 10 14 53.164973 10 14 53.187902 12000
    427 10 14 53.174979 10 14 53.197797 12000
    428 10 14 53.184972 10 14 53.207687 12000
    429 10 14 53.194974 10 14 53.217587 12000
    430 10 14 53.204973 10 14 53.227485 12000
    431 10 14 53.214973 10 14 53.237369 12000
    432 10 14 53.224975 10 14 53.247269 12000
    433 10 14 53.234972 10 14 53.257156 12000
    434 10 14 53.244982 10 14 53.267060 12000
    435 10 14 53.254976 10 14 53.276949 12000
    436 10 14 53.264977 10 14 53.286836 12000
    437 10 14 53.274974 10 14 53.296739 12000
    438 10 14 53.284925 10 14 53.306628 12000
    439 10 14 53.294972 10 14 53.316538 12000
    440 10 14 53.304972 10 14 53.326593 12000
    441 10 14 53.314974 10 14 53.336315 12000
    442 10 14 53.324979 10 14 53.346227 12000
    443 10 14 53.334972 10 14 53.356129 12000
    444 10 14 53.344991 10 14 53.366002 12000
    445 10 14 53.354975 10 14 53.375886 12000
    446 10 14 53.364950 10 14 53.385784 12000
    447 10 14 53.374982 10 14 53.395679 12000
    448 10 14 53.384976 10 14 53.405583 12000
    449 10 14 53.394976 10 14 53.415467 12000
    450 10 14 53.404974 10 14 53.425351 12000
    451 10 14 53.414974 10 14 53.441178 12000
    452 10 14 53.424975 10 14 53.451076 12000
    453 10 14 53.434973 10 14 53.460970 12000
    454 10 14 53.444961 10 14 53.470865 12000
    455 10 14 53.454974 10 14 53.480756 12000
    456 10 14 53.464939 10 14 53.490642 12000
    457 10 14 53.474972 10 14 53.500542 12000
    458 10 14 53.484918 10 14 53.510437 12000
    459 10 14 53.494973 10 14 53.520342 12000
    460 10 14 53.504975 10 14 53.530233 12000
    461 10 14 53.514974 10 14 53.540115 12000
    462 10 14 53.524973 10 14 53.550012 12000
    463 10 14 53.534973 10 14 53.559907 12000
    464 10 14 53.544972 10 14 53.569795 12000
    465 10 14 53.554972 10 14 53.579706 12000
    466 10 14 53.564973 10 14 53.589584 12000
    467 10 14 53.574979 10 14 53.599476 12000
    468 10 14 53.584975 10 14 53.609394 12000
    469 10 14 53.594966 10 14 53.619275 12000
    470 10 14 53.604973 10 14 53.629157 12000
    471 10 14 53.614978 10 14 53.639069 12000
    472 10 14 53.624974 10 14 53.648949 12000
    473 10 14 53.634974 10 14 53.658867 12000
    474 10 14 53.644979 10 14 53.668737 12000
    475 10 14 53.654974 10 14 53.678631 12000
    476 10 14 53.664974 10 14 53.688527 12000
    477 10 14 53.674951 10 14 53.698416 12000
    478 10 14 53.684973 10 14 53.708320 12000
    479 10 14 53.694951 10 14 53.718232 12000
    480 10 14 53.704971 10 14 53.728099 12000
    481 10 14 53.714973 10 14 53.737997 12000
    482 10 14 53.724975 10 14 53.747886 12000
    483 10 14 53.734972 10 14 53.757781 12000
    484 10 14 53.744973 10 14 53.767676 12000
    485 10 14 53.754972 10 14 53.777597 12000
    486 10 14 53.764974 10 14 53.787464 12000
    487 10 14 53.774974 10 14 53.797364 12000
    488 10 14 53.784995 10 14 53.807257 12000
    489 10 14 53.794980 10 14 53.817135 12000
    490 10 14 53.805005 10 14 53.827038 12000
    491 10 14 53.814974 10 14 53.836927 12000
    492 10 14 53.824964 10 14 53.846817 12000
    493 10 14 53.834977 10 14 53.856720 12000
    494 10 14 53.844971 10 14 53.866618 12000
    495 10 14 53.854973 10 14 53.876505 12000
    496 10 14 53.864994 10 14 53.886400 12000
    497 10 14 53.874972 10 14 53.896301 12000
    498 10 14 53.884936 10 14 53.906202 12000
    499 10 14 53.894972 10 14 53.916094 12000
    500 10 14 53.904944 10 14 53.925970 12000
    501 10 14 53.914994 10 14 53.941799 12000
    502 10 14 53.924923 10 14 53.951700 12000
    503 10 14 53.934973 10 14 53.961593 12000
    504 10 14 53.944972 10 14 53.971482 12000
    505 10 14 53.954974 10 14 53.981381 12000
    506 10 14 53.964973 10 14 53.991276 12000
    507 10 14 53.974974 10 14 54.001167 12000
    508 10 14 53.984977 10 14 54.011056 12000
    509 10 14 53.994978 10 14 54.020955 12000
    510 10 14 54.004958 10 14 54.030847 12000
    511 10 14 54.014974 10 14 54.040748 12000
    512 10 14 54.024929 10 14 54.050637 12000
    513 10 14 54.034973 10 14 54.060541 12000
    514 10 14 54.044972 10 14 54.070427 12000
    515 10 14 54.054974 10 14 54.080320 12000
    516 10 14 54.064971 10 14 54.090215 12000
    517 10 14 54.074972 10 14 54.100105 12000
    518 10 14 54.084975 10 14 54.109994 12000
    519 10 14 54.094974 10 14 54.119902 12000
    520 10 14 54.104973 10 14 54.129781 12000
    521 10 14 54.114973 10 14 54.139676 12000
    522 10 14 54.124971 10 14 54.149594 12000
    523 10 14 54.134973 10 14 54.159480 12000
    524 10 14 54.144979 10 14 54.169370 12000
    525 10 14 54.154955 10 14 54.179257 12000
    526 10 14 54.164973 10 14 54.189152 12000
    527 10 14 54.174976 10 14 54.199044 12000
    528 10 14 54.184973 10 14 54.208942 12000
    529 10 14 54.194980 10 14 54.218859 12000
    530 10 14 54.204974 10 14 54.228746 12000
    531 10 14 54.214978 10 14 54.238657 12000
    532 10 14 54.224969 10 14 54.248502 12000
    533 10 14 54.234951 10 14 54.258429 12000
    534 10 14 54.246276 10 14 54.268323 12000
    535 10 14 54.254918 10 14 54.278230 12000
    536 10 14 54.264974 10 14 54.288986 12000
    537 10 14 54.274973 10 14 54.298003 12000
    538 10 14 54.284978 10 14 54.307899 12000
    539 10 14 54.294974 10 14 54.317798 12000
    540 10 14 54.304977 10 14 54.327702 12000
    541 10 14 54.314973 10 14 54.337587 12000
    542 10 14 54.324975 10 14 54.347482 12000
    543 10 14 54.334981 10 14 54.357370 12000
    544 10 14 54.344979 10 14 54.367269 12000
    545 10 14 54.354956 10 14 54.377119 12000
    546 10 14 54.364967 10 14 54.387051 12000
    547 10 14 54.374974 10 14 54.396914 12000
    548 10 14 54.384950 10 14 54.406835 12000
    549 10 14 54.394973 10 14 54.416732 12000
    550 10 14 54.404974 10 14 54.426588 12000
    551 10 14 54.414973 10 14 54.442431 12000
    552 10 14 54.424975 10 14 54.452311 12000
    553 10 14 54.434972 10 14 54.462211 12000
    554 10 14 54.444980 10 14 54.472102 12000
    555 10 14 54.454973 10 14 54.481994 12000
    556 10 14 54.464975 10 14 54.491892 12000
    557 10 14 54.474972 10 14 54.501784 12000
    558 10 14 54.484948 10 14 54.511678 12000
    559 10 14 54.494973 10 14 54.521582 12000
    560 10 14 54.504972 10 14 54.531466 12000
    561 10 14 54.514972 10 14 54.541359 12000
    562 10 14 54.524974 10 14 54.551256 12000
    563 10 14 54.534978 10 14 54.561149 12000
    564 10 14 54.544974 10 14 54.571041 12000
    565 10 14 54.554972 10 14 54.580933 12000
    566 10 14 54.564934 10 14 54.590831 12000
    567 10 14 54.574973 10 14 54.600727 12000
    568 10 14 54.584972 10 14 54.610618 12000
    569 10 14 54.594991 10 14 54.620511 12000
    570 10 14 54.604976 10 14 54.630406 12000
    571 10 14 54.614972 10 14 54.640303 12000
    572 10 14 54.624972 10 14 54.650193 12000
    573 10 14 54.634973 10 14 54.660091 12000
    574 10 14 54.644978 10 14 54.669981 12000
    575 10 14 54.654972 10 14 54.679876 12000
    576 10 14 54.664974 10 14 54.689770 12000
    577 10 14 54.674982 10 14 54.699666 12000
    578 10 14 54.684972 10 14 54.709561 12000
    579 10 14 54.694963 10 14 54.719476 12000
    580 10 14 54.704973 10 14 54.729346 12000
